lago,chl_media_periodo,chl_mediana_periodo,chl_max_observada,variabilidad_entre_fechas_std,coef_variacion,area_agua_media_ha,area_agua_media_km2,fechas_con_area_sobre_25,pct_area_max_sobre_25,fecha_mas_critica,fecha_menos_critica
Amatitlan,6.295019767797064,4.877215728631031,130.11810721619452,2.414604590714163,0.3835737900405596,1453.2618181818184,14.532618181818185,8,6.101228839047865,2026-06-19,2026-02-02
Atitlan,1.1143593242916472,1.1244798695161569,135.86113292905404,0.6152674924565834,0.5521266606241967,12206.781818181818,122.06781818181818,6,0.0020087783614394904,2026-04-13,2025-11-21
