fold,modelo,valido,motivo,perfil,train_hasta,test_fecha,prevalencia_inestable,umbral_op,etiqueta,umbral,n,prevalencia_real,TP,TN,FP,FN,accuracy,precision,recall,f1,f2,roc_auc,pr_auc,balanced_accuracy,specificity,fpr,fnr,mcc,brier
10,random_forest,True,,standard,2025-01-18 .. 2026-02-07,2026-02-12,False,0.7991995686021314,fold10,0.7991995686021314,306130,0.0005193871884493,98,305947,24,61,0.9997223401822756,0.8032786885245902,0.6163522012578616,0.697508896797153,0.6464379947229552,0.9996813731823024,0.7311732772967695,0.8081368812257848,0.999921561193708,7.843880629209958e-05,0.3836477987421384,0.7035031847310729,0.0003460860393287
10,xgboost,True,,standard,2025-01-18 .. 2026-02-07,2026-02-12,False,0.9947909116744996,fold10,0.9947909116744996,306130,0.0005193871884493,82,305956,15,77,0.9996994740796392,0.845360824742268,0.5157232704402516,0.640625,0.5593451568894953,0.9996851347917236,0.726491220757899,0.7578371230931595,0.9999509757460674,4.902425393256224e-05,0.4842767295597484,0.660152299761375,0.0007321742014028
11,random_forest,True,,standard,2025-01-18 .. 2026-02-12,2026-03-24,False,0.8149282874528582,fold11,0.8149282874528582,305432,0.0001309620471987,13,305351,41,27,0.9997773645197622,0.2407407407407407,0.325,0.2765957446808511,0.3037383177570093,0.9994112484937392,0.2378198420526554,0.6624328731597422,0.9998657463194844,0.0001342536805155,0.675,0.2796063257526407,0.0003675374311611
11,xgboost,True,,standard,2025-01-18 .. 2026-02-12,2026-03-24,False,0.9956499934196472,fold11,0.9956499934196472,305432,0.0001309620471987,7,305373,19,33,0.9998297493386415,0.2692307692307692,0.175,0.2121212121212121,0.1881720430107527,0.9995147220621364,0.2071754249278653,0.5874688924398805,0.9999377848797611,6.221512023890606e-05,0.825,0.2169786437832243,0.0006765382713638
12,random_forest,True,,standard,2025-01-18 .. 2026-03-24,2026-03-29,False,0.7802705319592376,fold12,0.7802705319592376,36594,0.1067388096409247,2266,32686,2,1640,0.9551292561622124,0.9991181657848324,0.5801331285202252,0.7340459993521218,0.6332439078917952,0.979898774216606,0.9141587395290288,0.7900359719938375,0.9999388154674498,6.118453255017132e-05,0.4198668714797747,0.7428635179112093,0.0332125972798379
12,xgboost,True,,standard,2025-01-18 .. 2026-03-24,2026-03-29,False,0.9951188564300536,fold12,0.9951188564300536,36594,0.1067388096409247,2326,32678,10,1580,0.9565502541400228,0.9957191780821918,0.5954941116231439,0.7452739506568408,0.6475501113585747,0.9753543972286572,0.8903884270734953,0.7975940944801965,0.9996940773372492,0.0003059226627508,0.4045058883768561,0.7517910943196822,0.0314844511449337
13,random_forest,True,,standard,2025-01-18 .. 2026-03-29,2026-04-13,False,0.7959673001077466,fold13,0.7959673001077466,341452,0.0165791970760165,1486,335436,355,4175,0.986733127935991,0.8071700162954916,0.2624977919095566,0.3961610237270061,0.3034510925056157,0.9943558880175092,0.7099113602508337,0.6307202933418434,0.9989427947741304,0.0010572052258696,0.7375022080904434,0.4558650993308691,0.0078976027198565
13,xgboost,True,,standard,2025-01-18 .. 2026-03-29,2026-04-13,False,0.9949384927749634,fold13,0.9949384927749634,341452,0.0165791970760165,2207,335295,496,3454,0.988431756147277,0.8165001849796523,0.3898604486839781,0.5277379244380679,0.4353572414881445,0.9932446813680889,0.7246680941734467,0.6941916697053252,0.9985228907266722,0.0014771092733277,0.6101395513160219,0.5596025195336222,0.0225557330995798
14,random_forest,True,,standard,2025-01-18 .. 2026-04-13,2026-04-28,False,0.7802456368556616,fold14,0.7802456368556616,339536,0.0447934828707412,1915,324291,36,13294,0.9607405400311012,0.981547924141466,0.1259122887763824,0.2231934731934731,0.1524997212798828,0.9988488965947028,0.9710842414842722,0.5629006448460624,0.9998890009157424,0.0001109990842575,0.8740877112236176,0.3442760174953557,0.0144103126695925
14,xgboost,True,,standard,2025-01-18 .. 2026-04-13,2026-04-28,False,0.9931666254997252,fold14,0.9931666254997252,339536,0.0447934828707412,6036,324317,10,9173,0.97295426699967,0.9983460138934832,0.396870274179762,0.5679604798870854,0.4512424867677402,0.9991832314545174,0.9821193508676224,0.6984197205504008,0.9999691669210397,3.083307896043191e-05,0.603129725820238,0.6206992668606672,0.0049695582129061
15,random_forest,True,,standard,2025-01-18 .. 2026-04-28,2026-06-19,True,0.894361647267237,fold15,0.894361647267237,36644,0.6291889531710512,15654,13501,87,7402,0.7956282065276716,0.9944730322088812,0.6789555863983345,0.806969611052401,0.7249571620432548,0.979776728997317,0.987899336846582,0.836276439063165,0.9935972917279952,0.0064027082720047,0.3210444136016655,0.6562596712831427,0.0554523049649198
15,xgboost,True,,standard,2025-01-18 .. 2026-04-28,2026-06-19,True,0.9952539205551147,fold15,0.9952539205551147,36644,0.6291889531710512,18572,13350,238,4484,0.8711385219954153,0.9873471557682084,0.8055170020818876,0.8872115798022262,0.8363204063620152,0.9803681091865358,0.9883871879194296,0.8940007736344087,0.9824845451869296,0.0175154548130703,0.1944829979181124,0.7615142632758986,0.0730131119489669
16,random_forest,True,,standard,2025-01-18 .. 2026-06-19,2026-07-22,False,0.9472260188854438,fold16,0.9472260188854438,304106,0.0019894378933661,306,303460,41,299,0.9988819687871991,0.8818443804034583,0.5057851239669422,0.6428571428571429,0.5529454282616553,0.9995571406207466,0.8106813514500044,0.7528250169012474,0.9998649098355524,0.0001350901644475,0.4942148760330578,0.6673881275222999,0.0010259854249124
16,xgboost,True,,standard,2025-01-18 .. 2026-06-19,2026-07-22,False,0.9964882135391236,fold16,0.9964882135391236,304106,0.0019894378933661,281,303469,32,324,0.9988293555536556,0.8977635782747604,0.4644628099173554,0.6122004357298475,0.5140870837907062,0.9996282419971604,0.818937008115215,0.7321786868457225,0.9998945637740896,0.0001054362259102,0.5355371900826447,0.6452812510682763,0.0013565975241363
1,logistic,True,,standard,2025-01-18 .. 2025-04-15,2025-04-28,False,0.97416752576828,fold1,0.97416752576828,36184,0.13575060800353747,4079,29351,1921,833,0.9238890117178864,0.6798333333333333,0.8304153094462541,0.7476173020527859,0.7951887086712415,0.9674319409428921,0.8078696587668251,0.8844932776445904,0.9385712458429266,0.06142875415707342,0.16958469055374592,0.7082094757996789,0.21486753225326538
2,logistic,True,,standard,2025-01-18 .. 2025-04-28,2025-05-13,True,0.960845410823822,fold2,0.960845410823822,305290,7.533820302007927e-05,15,305172,95,8,0.9996626158734319,0.13636363636363635,0.6521739130434783,0.22556390977443608,0.3712871287128713,0.9976906887356343,0.38378761986819243,0.8259313550318959,0.9996887970203133,0.000311202979686635,0.34782608695652173,0.298116221632689,0.0008234918932430446
3,logistic,True,,standard,2025-01-18 .. 2025-05-13,2025-07-17,False,0.967351496219635,fold3,0.967351496219635,298689,0.001168439413570637,293,297967,373,56,0.9985637234715707,0.43993993993993996,0.839541547277937,0.5773399014778325,0.7104752667313288,0.9868467650896567,0.7226167375038356,0.9191456479434532,0.9987497486089696,0.001250251391030368,0.16045845272206305,0.6071575604996945,0.003237335942685604
4,logistic,True,,standard,2025-01-18 .. 2025-07-17,2025-11-21,False,0.9745318293571472,fold4,0.9745318293571472,305298,0.0010907375744354695,285,304603,362,48,0.9986570498332776,0.44049459041731065,0.8558558558558559,0.5816326530612245,0.7200606366851945,0.9931183113663071,0.6131109249779574,0.9273344171971883,0.9988129785385208,0.0011870214614791862,0.14414414414414414,0.6134674716757172,0.004725886508822441
5,logistic,True,,standard,2025-01-18 .. 2025-11-21,2025-11-24,False,0.9708456993103027,fold5,0.9708456993103027,36434,0.02824285008508536,869,35018,387,160,0.984986551023769,0.6918789808917197,0.8445092322643343,0.7606126914660831,0.8088235294117647,0.9945371955145162,0.8473294349879561,0.9167892863764829,0.9890693404886316,0.010930659511368452,0.1554907677356657,0.7569307301827799,0.08927173167467117
6,logistic,True,,standard,2025-01-18 .. 2025-11-24,2025-12-29,False,0.9697592854499817,fold6,0.9697592854499817,309406,0.0008306238405202226,211,308019,1130,46,0.9961991687297596,0.15734526472781507,0.8210116731517509,0.2640801001251564,0.44533558463486705,0.9891509065812183,0.1322886351715219,0.9086782388802659,0.9963448046087808,0.003655195391219121,0.17898832684824903,0.35844821718929687,0.00783208105713129
7,logistic,True,,standard,2025-01-18 .. 2025-12-29,2026-01-08,False,0.9656084775924683,fold7,0.9656084775924683,36668,0.09501472673720955,2721,32917,267,763,0.9719101123595506,0.9106425702811245,0.7809988518943742,0.8408529048207664,0.8038879697471047,0.9931019685181577,0.9382041385452178,0.8864764028035035,0.9919539537126326,0.008046046287367405,0.2190011481056257,0.8284762832881878,0.07643701136112213
8,logistic,True,,standard,2025-01-18 .. 2026-01-08,2026-02-02,False,0.9697167277336121,fold8,0.9697167277336121,36130,0.00016606698034874067,5,36075,49,1,0.9986161084970938,0.09259259259259259,0.8333333333333334,0.16666666666666666,0.32051282051282054,0.9997185619901819,0.5140667761357417,0.9159884472003839,0.9986435610674343,0.0013564389325656074,0.16666666666666666,0.27751006440559733,0.04810718819499016
9,logistic,True,,standard,2025-01-18 .. 2026-02-02,2026-02-07,False,0.9645876884460449,fold9,0.9645876884460449,36561,0.0009573042312847023,22,36461,65,13,0.9978665791417084,0.25287356321839083,0.6285714285714286,0.36065573770491804,0.4845814977973568,0.9975571217371579,0.23352559820509838,0.8133959371406669,0.9982204457099053,0.0017795542900947271,0.37142857142857144,0.3978387796206261,0.011611031368374825
10,logistic,True,,standard,2025-01-18 .. 2026-02-07,2026-02-12,False,0.9668499827384949,fold10,0.9668499827384949,306130,0.0005193871884493516,123,305568,403,36,0.9985659687061053,0.2338403041825095,0.7735849056603774,0.35912408759124087,0.5292598967297762,0.9907476844159337,0.6631593643374751,0.8861338936856946,0.9986828817110118,0.001317118288988172,0.22641509433962265,0.42484863368735515,0.003307865932583809
11,logistic,True,,standard,2025-01-18 .. 2026-02-12,2026-03-24,False,0.9724239110946655,fold11,0.9724239110946655,305432,0.0001309620471987218,27,305221,171,13,0.9993975745828859,0.13636363636363635,0.675,0.226890756302521,0.3770949720670391,0.9988671527086499,0.2784516375054955,0.8372200319589249,0.9994400639178499,0.0005599360821501545,0.325,0.30321671299149494,0.0016506228130310774
12,logistic,True,,standard,2025-01-18 .. 2026-03-24,2026-03-29,False,0.9741722345352173,fold12,0.9741722345352173,36594,0.10673880964092475,2621,32567,121,1285,0.9615784008307373,0.9558716265499635,0.6710189452124936,0.7885078219013237,0.7135467712076663,0.9931656751827517,0.9381296298967973,0.8336586404966041,0.9962983357807146,0.0037016642192853645,0.3289810547875064,0.7826485309036719,0.08060119301080704
13,logistic,True,,standard,2025-01-18 .. 2026-03-29,2026-04-13,False,0.9681540131568909,fold13,0.9681540131568909,341452,0.01657919707601654,3620,325447,10344,2041,0.963728430350386,0.2592380406760241,0.6394629924041689,0.3689171974522293,0.49442744755244755,0.9788653091177404,0.4204204197536605,0.8043290583761749,0.9691951243481809,0.030804875651819136,0.3605370075958311,0.39242069782632727,0.06761859357357025
14,logistic,True,,standard,2025-01-18 .. 2026-04-13,2026-04-28,False,0.9557584524154663,fold14,0.9557584524154663,339536,0.044793482870741246,14677,323141,1186,532,0.9949401536214127,0.9252348231734224,0.9650207114208692,0.9447090628218332,0.9567921354906843,0.9992675101250543,0.9798699766321606,0.980681954128081,0.9963431968352928,0.0036568031647072246,0.034979288579130775,0.9422882972314387,0.013259378261864185
15,logistic,True,,standard,2025-01-18 .. 2026-04-28,2026-06-19,True,0.9704688787460327,fold15,0.9704688787460327,36644,0.6291889531710512,17439,13204,384,5617,0.836235127169523,0.9784548055882848,0.7563757807078417,0.8532009100026908,0.7923432715112634,0.9748821398774729,0.9800324026029484,0.864057775546738,0.9717397703856344,0.028260229614365615,0.24362421929215822,0.7036526162395711,0.1404171586036682
16,logistic,True,,standard,2025-01-18 .. 2026-06-19,2026-07-22,False,0.969807505607605,fold16,0.969807505607605,304106,0.001989437893366129,548,303127,374,57,0.9985827310214201,0.5943600867678959,0.9057851239669421,0.7177472167648985,0.8198683423099941,0.9979855907999922,0.8340999761277235,0.9522764190383077,0.9987677141096735,0.0012322858903265558,0.09421487603305785,0.7331166641067585,0.0028476756997406483
