umbral_ug_L,n_total,n_alta,n_baja,pct_alta,razon_desbalance
8.0,3756510,60146,3696364,1.6011137997769207,61.45652246200911
20.0,3756510,9832,3746678,0.2617322993949171,381.06977217249795
25.0,3756510,5195,3751315,0.13829325624049982,722.1010587102984
50.0,3756510,608,3755902,0.016185235764046946,6177.4703947368425
