grupo,n,advertencia,etiqueta,umbral,prevalencia_real,TP,TN,FP,FN,accuracy,precision,recall,f1,f2,roc_auc,pr_auc,balanced_accuracy,specificity,fpr,fnr,mcc,brier,area_FP_ha,area_FN_ha,area_error_ha
124,13525,,124,0.9407730597461879,0.0003696857670979667,0.0,13520.0,0.0,5.0,0.999630314232902,0.0,0.0,0.0,0.0,0.9990384615384615,0.4446843853820598,0.5,1.0,0.0,1.0,0.0,0.0004350043600425124,0.0,0.2,0.2
125,27477,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
126,27436,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
127,27441,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
128,27434,,128,0.9407730597461879,3.6451119049354813e-05,0.0,27433.0,0.0,1.0,0.9999635488809506,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,3.013174318766687e-05,0.0,0.04,0.04
129,9350,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
130,5,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
131,1,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
132,201,,132,0.9407730597461879,0.3582089552238806,35.0,129.0,0.0,37.0,0.8159203980099502,1.0,0.4861111111111111,0.6542056074766355,0.541795665634675,0.9928940568475453,0.987829490532136,0.7430555555555556,1.0,0.0,0.5138888888888888,0.614622684398084,0.04058936610817909,0.0,1.48,1.48
133,13507,,133,0.9407730597461879,0.028873917228103944,222.0,13106.0,11.0,168.0,0.9867476123491523,0.9527896995708155,0.5692307692307692,0.7126805778491172,0.6190741773563859,0.9971700455271394,0.9178737352196783,0.7841960814210567,0.999161393611344,0.0008386063886559427,0.4307692307692308,0.7310023560961068,0.010086960159242153,0.44,6.72,7.16
134,26968,,134,0.9407730597461879,0.00011124295461287452,3.0,26965.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.00017256689898204058,0.0,0.0,0.0
135,13868,,135,0.9407730597461879,0.0018027112777617537,3.0,13843.0,0.0,22.0,0.9984136140755696,1.0,0.12,0.21428571428571427,0.14563106796116504,0.998061113920393,0.5247793408461089,0.56,1.0,0.0,0.88,0.34613522285242576,0.0021481162402778864,0.0,0.88,0.88
136,3091,,136,0.9407730597461879,0.0009705596894208993,2.0,3088.0,0.0,1.0,0.9996764801035264,1.0,0.6666666666666666,0.8,0.7142857142857143,0.9992443868739206,0.7666666666666666,0.8333333333333333,1.0,0.0,0.3333333333333333,0.8163644082711049,0.001250536646693945,0.0,0.04,0.04
137,8040,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
138,16380,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
139,26831,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
140,27476,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
141,27409,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
142,27340,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
143,27340,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
144,25104,,144,0.9407730597461879,7.966857871255577e-05,0.0,25102.0,0.0,2.0,0.9999203314212874,0.0,0.0,0.0,0.0,0.9994024380527448,0.15948275862068967,0.5,1.0,0.0,1.0,0.0,0.00010291039507137612,0.0,0.08,0.08
145,5111,,145,0.9407730597461879,0.0003913128546272745,0.0,5109.0,0.0,2.0,0.9996086871453728,0.0,0.0,0.0,0.0,0.9908005480524565,0.030086580086580085,0.5,1.0,0.0,1.0,0.0,0.0005525088054127991,0.0,0.08,0.08
146,5246,,146,0.9407730597461879,0.00819672131147541,3.0,5202.0,1.0,40.0,0.9921845215402211,0.75,0.06976744186046512,0.1276595744680851,0.08522727272727272,0.997179623562435,0.7005679532658445,0.5347876225254661,0.999807803190467,0.00019219680953296174,0.9302325581395349,0.22726752448000617,0.005933399312198162,0.04,1.6,1.6400000000000001
147,8869,,147,0.9407730597461879,0.0029315593640771224,7.0,8843.0,0.0,19.0,0.997857706618559,1.0,0.2692307692307692,0.42424242424242425,0.3153153153153153,0.9945937247192477,0.4900969735584785,0.6346153846153846,1.0,0.0,0.7307692307692307,0.5183179934656184,0.0028283263090997934,0.0,0.76,0.76
148,14430,,148,0.9407730597461879,0.007137907137907138,17.0,14318.0,9.0,86.0,0.9934164934164934,0.6538461538461539,0.1650485436893204,0.26356589147286824,0.19406392694063926,0.9953458775982073,0.5626365284165317,0.5822101795713301,0.9993718154533399,0.0006281845466601522,0.8349514563106796,0.3263800502577989,0.0057542589493095875,0.36,3.44,3.8000000000000003
149,24148,,149,0.9407730597461879,0.0012009276130528408,4.0,24117.0,2.0,25.0,0.9988818949809508,0.6666666666666666,0.13793103448275862,0.22857142857142856,0.16393442622950818,0.9967989180085524,0.27286708129409387,0.5689240561526111,0.9999170778224636,8.292217753638211e-05,0.8620689655172413,0.3029125192869062,0.0017640345031395555,0.08,1.0,1.08
150,27499,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
151,27490,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
152,27486,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
153,27451,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
154,27453,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
155,27460,,155,0.9407730597461879,3.641660597232338e-05,0.0,27459.0,0.0,1.0,0.9999635833940277,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,2.544373637647368e-05,0.0,0.04,0.04
156,27406,,156,0.9407730597461879,7.297672042618404e-05,0.0,27404.0,0.0,2.0,0.9999270232795738,0.0,0.0,0.0,0.0,0.9998722814187709,0.30952380952380953,0.5,1.0,0.0,1.0,0.0,6.347891030600294e-05,0.0,0.08,0.08
157,5805,,157,0.9407730597461879,0.0001722652885443583,0.0,5804.0,0.0,1.0,0.9998277347114557,0.0,0.0,0.0,0.0,0.9955203308063404,0.037037037037037035,0.5,1.0,0.0,1.0,0.0,0.0004050900461152196,0.0,0.04,0.04
158,1,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
159,11381,,159,0.9407730597461879,0.006238467621474387,3.0,11310.0,0.0,68.0,0.9940251296019682,1.0,0.04225352112676056,0.08108108108108109,0.05226480836236934,0.9953350518673492,0.6255253610787928,0.5211267605633803,1.0,0.0,0.9577464788732394,0.2049414434638525,0.0038603744469583035,0.0,2.72,2.72
