grupo,n,advertencia,etiqueta,umbral,prevalencia_real,TP,TN,FP,FN,accuracy,precision,recall,f1,f2,roc_auc,pr_auc,balanced_accuracy,specificity,fpr,fnr,mcc,brier,area_FP_ha,area_FN_ha,area_error_ha
160,27492,,160,0.9407730597461879,3.637421795431398e-05,0.0,27491.0,0.0,1.0,0.9999636257820457,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.9152628738083877e-05,0.0,0.04,0.04
161,27495,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
162,27482,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
163,27475,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
164,27446,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
165,27429,,165,0.9407730597461879,3.6457763680775823e-05,0.0,27428.0,0.0,1.0,0.9999635422363192,0.0,0.0,0.0,0.0,0.9994531136065334,0.0625,0.5,1.0,0.0,1.0,0.0,3.739139356184751e-05,0.0,0.04,0.04
166,27489,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
167,20112,,167,0.9407730597461879,0.0001988862370723946,0.0,20108.0,0.0,4.0,0.9998011137629276,0.0,0.0,0.0,0.0,0.9992913268350905,0.17796199826354103,0.5,1.0,0.0,1.0,0.0,0.0002153109962819144,0.0,0.16,0.16
168,1921,,168,0.9407730597461879,0.004164497657470068,0.0,1912.0,1.0,8.0,0.9953149401353462,0.0,0.0,0.0,0.0,0.9911134343962362,0.2539524233628007,0.4997386304234187,0.9994772608468374,0.0005227391531625719,1.0,-0.0014758319026379832,0.00540588516741991,0.04,0.32,0.36
169,23170,,169,0.9407730597461879,0.0006473888649115235,0.0,23155.0,0.0,15.0,0.9993526111350884,0.0,0.0,0.0,0.0,0.9993665874901029,0.47015836346427503,0.5,1.0,0.0,1.0,0.0,0.00046321385889314115,0.0,0.6,0.6
170,27489,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
171,27483,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
172,27491,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
173,27461,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
174,27465,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
175,27478,,175,0.9407730597461879,3.6392750564087634e-05,0.0,27477.0,0.0,1.0,0.9999636072494359,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,2.2988779164734297e-05,0.0,0.04,0.04
176,26222,,176,0.9407730597461879,3.813591640607124e-05,0.0,26221.0,0.0,1.0,0.9999618640835939,0.0,0.0,0.0,0.0,0.9996186262919035,0.09090909090909091,0.5,1.0,0.0,1.0,0.0,5.549050911213271e-05,0.0,0.04,0.04
177,3469,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
178,180,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
179,594,,179,0.9407730597461879,0.006734006734006734,0.0,590.0,0.0,4.0,0.9932659932659933,0.0,0.0,0.0,0.0,0.9563559322033898,0.09570135746606336,0.5,1.0,0.0,1.0,0.0,0.008144460618495941,0.0,0.16,0.16
180,23272,,180,0.9407730597461879,0.0007304915778618082,0.0,23255.0,0.0,17.0,0.9992695084221382,0.0,0.0,0.0,0.0,0.998889549369522,0.49467224015293587,0.5,1.0,0.0,1.0,0.0,0.000557115999981761,0.0,0.68,0.68
181,27497,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
182,27493,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
183,27490,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
184,27472,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
185,27451,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
186,27465,,186,0.9407730597461879,3.640997633351538e-05,0.0,27464.0,0.0,1.0,0.9999635900236665,0.0,0.0,0.0,0.0,0.9999271773958637,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,3.0037877877475694e-05,0.0,0.04,0.04
187,27479,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
188,10466,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
189,6,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
190,3131,,190,0.9407730597461879,0.0015969338869370809,0.0,3126.0,0.0,5.0,0.998403066113063,0.0,0.0,0.0,0.0,0.9984644913627639,0.5442857142857143,0.5,1.0,0.0,1.0,0.0,0.0014070080360397696,0.0,0.2,0.2
191,27499,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
192,27489,,192,0.9407730597461879,3.637818763869184e-05,0.0,27488.0,0.0,1.0,0.9999636218123613,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,2.167534694308415e-05,0.0,0.04,0.04
193,27469,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
194,27479,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
195,27486,,195,0.9407730597461879,3.6382158189623806e-05,0.0,27485.0,0.0,1.0,0.9999636178418104,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,2.3316415536100976e-05,0.0,0.04,0.04
196,27489,,196,0.9407730597461879,7.275637527738368e-05,0.0,27487.0,0.0,2.0,0.9999272436247226,0.0,0.0,0.0,0.0,0.9997635245752537,0.3214285714285714,0.5,1.0,0.0,1.0,0.0,6.661581574007869e-05,0.0,0.08,0.08
197,27463,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
198,11398,,198,0.9407730597461879,8.773469029654326e-05,0.0,11397.0,0.0,1.0,0.9999122653097035,0.0,0.0,0.0,0.0,0.994472229534088,0.015625,0.5,1.0,0.0,1.0,0.0,0.00026866886764764786,0.0,0.04,0.04
199,869,,199,0.9407730597461879,0.0011507479861910242,0.0,868.0,0.0,1.0,0.998849252013809,0.0,0.0,0.0,0.0,0.988479262672811,0.09090909090909091,0.5,1.0,0.0,1.0,0.0,0.002740509808063507,0.0,0.04,0.04
200,26514,,200,0.9407730597461879,0.00011314777098891151,0.0,26511.0,0.0,3.0,0.9998868522290111,0.0,0.0,0.0,0.0,0.9993084631536595,0.11759259259259258,0.5,1.0,0.0,1.0,0.0,0.00013186292198952287,0.0,0.12,0.12
201,27495,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
202,27345,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
203,27409,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
204,27476,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
205,27472,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
206,27484,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
207,12257,,207,0.9407730597461879,0.0003263441298849637,0.0,12253.0,0.0,4.0,0.999673655870115,0.0,0.0,0.0,0.0,0.9949808210234229,0.03852901484480432,0.5,1.0,0.0,1.0,0.0,0.0005533917574211955,0.0,0.16,0.16
208,476,,208,0.9407730597461879,0.008403361344537815,0.0,472.0,0.0,4.0,0.9915966386554622,0.0,0.0,0.0,0.0,0.9899364406779662,0.7329545454545454,0.5,1.0,0.0,1.0,0.0,0.006096719764173031,0.0,0.16,0.16
209,24847,,209,0.9407730597461879,0.0010464039924336943,0.0,24821.0,0.0,26.0,0.9989535960075663,0.0,0.0,0.0,0.0,0.9978197741986469,0.22613588782250307,0.5,1.0,0.0,1.0,0.0,0.0009408701444044709,0.0,1.04,1.04
210,27492,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
211,27420,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
212,27479,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
213,27483,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
214,27461,,214,0.9407730597461879,3.641527985142566e-05,0.0,27460.0,0.0,1.0,0.9999635847201486,0.0,0.0,0.0,0.0,0.9999635833940277,0.5,0.5,1.0,0.0,1.0,0.0,2.8032132831867784e-05,0.0,0.04,0.04
215,27480,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
216,17947,,216,0.9407730597461879,5.571961887780688e-05,0.0,17946.0,0.0,1.0,0.9999442803811222,0.0,0.0,0.0,0.0,0.9982168728407445,0.030303030303030304,0.5,1.0,0.0,1.0,0.0,6.883718015160412e-05,0.0,0.04,0.04
217,650,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
218,6493,,218,0.9407730597461879,0.0007700600646850454,0.0,6488.0,0.0,5.0,0.999229939935315,0.0,0.0,0.0,0.0,0.9932799013563501,0.28933812113288554,0.5,1.0,0.0,1.0,0.0,0.0008509562467224896,0.0,0.2,0.2
219,22911,,219,0.9407730597461879,0.00039282440748985203,0.0,22902.0,0.0,9.0,0.9996071755925101,0.0,0.0,0.0,0.0,0.9989083922801502,0.20618632847967977,0.5,1.0,0.0,1.0,0.0,0.0003661137889139354,0.0,0.36,0.36
220,27494,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
221,27477,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
222,27403,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
223,27487,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
224,27451,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
225,27487,,225,0.9407730597461879,7.276166915269036e-05,0.0,27485.0,0.0,2.0,0.9999272383308473,0.0,0.0,0.0,0.0,0.9993178097143897,0.19298245614035087,0.5,1.0,0.0,1.0,0.0,6.768152525182813e-05,0.0,0.08,0.08
226,20842,,226,0.9407730597461879,0.0002878802418194031,0.0,20836.0,0.0,6.0,0.9997121197581806,0.0,0.0,0.0,0.0,0.9988801433416522,0.16527358806770573,0.5,1.0,0.0,1.0,0.0,0.00032092526089400053,0.0,0.24,0.24
227,3101,,227,0.9407730597461879,0.0006449532408900354,0.0,3099.0,0.0,2.0,0.9993550467591099,0.0,0.0,0.0,0.0,0.999838657631494,0.8333333333333333,0.5,1.0,0.0,1.0,0.0,0.000748045917134732,0.0,0.08,0.08
228,2457,,228,0.9407730597461879,0.002849002849002849,0.0,2450.0,0.0,7.0,0.9971509971509972,0.0,0.0,0.0,0.0,0.9850145772594753,0.16306655071731918,0.5,1.0,0.0,1.0,0.0,0.0035384760703891516,0.0,0.28,0.28
229,23177,,229,0.9407730597461879,0.0008197782284161022,0.0,23158.0,0.0,19.0,0.9991802217715839,0.0,0.0,0.0,0.0,0.9979659183367349,0.2316353785076319,0.5,1.0,0.0,1.0,0.0,0.000713942339643836,0.0,0.76,0.76
230,27498,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
231,27494,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
232,27479,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
233,27463,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
234,27487,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
235,27489,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
236,18488,,236,0.9407730597461879,0.00027044569450454346,0.0,18483.0,0.0,5.0,0.9997295543054955,0.0,0.0,0.0,0.0,0.9981063680138506,0.620032840722496,0.5,1.0,0.0,1.0,0.0,0.00022673606872558594,0.0,0.2,0.2
237,4,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
238,1,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
239,1,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
240,275,,240,0.9407730597461879,0.014545454545454545,2.0,270.0,1.0,2.0,0.9890909090909091,0.6666666666666666,0.5,0.5714285714285714,0.5263157894736842,0.9935424354243543,0.5845238095238094,0.7481549815498155,0.996309963099631,0.0036900369003690036,0.5,0.5720349384164568,0.01270042173564434,0.04,0.08,0.12
241,1285,,241,0.9407730597461879,0.0015564202334630351,0.0,1283.0,0.0,2.0,0.998443579766537,0.0,0.0,0.0,0.0,0.9879189399844115,0.1989247311827957,0.5,1.0,0.0,1.0,0.0,0.001924651674926281,0.0,0.08,0.08
242,24660,,242,0.9407730597461879,0.000689375506893755,1.0,24643.0,0.0,16.0,0.9993511759935118,1.0,0.058823529411764705,0.1111111111111111,0.07246376811594203,0.9989329985128816,0.3079891454701869,0.5294117647058824,1.0,0.0,0.9411764705882353,0.2424569276097919,0.0008147299522534013,0.0,0.64,0.64
243,26783,,243,0.9407730597461879,7.46742336556771e-05,0.0,26781.0,0.0,2.0,0.9999253257663443,0.0,0.0,0.0,0.0,0.9992905418020238,0.07261904761904761,0.5,1.0,0.0,1.0,0.0,0.00012525057536549866,0.0,0.08,0.08
244,27500,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
245,27476,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
246,27474,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
247,27437,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
248,27445,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
249,27497,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
250,12066,,250,0.9407730597461879,0.0004143875352229405,0.0,12061.0,0.0,5.0,0.9995856124647771,0.0,0.0,0.0,0.0,0.9990879694884337,0.20342712842712846,0.5,1.0,0.0,1.0,0.0,0.0004594859783537686,0.0,0.2,0.2
251,2,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
252,14,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
253,953,,253,0.9407730597461879,0.26652675760755506,85.0,695.0,4.0,169.0,0.8184679958027282,0.9550561797752809,0.3346456692913386,0.4956268221574344,0.38461538461538464,0.9116623297624279,0.8189801020451883,0.6644616043166278,0.994277539341917,0.005722460658082976,0.6653543307086615,0.49980211519259,0.11556500941514969,0.16,6.76,6.92
254,15634,,254,0.9407730597461879,0.010809773570423436,27.0,15462.0,3.0,142.0,0.9907253422028911,0.9,0.15976331360946747,0.271356783919598,0.19121813031161472,0.9927785015601176,0.7415880311637104,0.5797846635942584,0.9998060135790494,0.00019398642095053346,0.8402366863905325,0.3770414788561046,0.005346156656742096,0.12,5.68,5.8
255,24520,,255,0.9407730597461879,0.00024469820554649265,0.0,24514.0,0.0,6.0,0.9997553017944535,0.0,0.0,0.0,0.0,0.9986946234804602,0.2967484008528785,0.5,1.0,0.0,1.0,0.0,0.0002706643135752529,0.0,0.24,0.24
256,27500,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
257,27439,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
258,27485,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
259,27476,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
260,27462,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
261,27475,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
262,27373,,262,0.9407730597461879,7.306469879077923e-05,0.0,27371.0,0.0,2.0,0.9999269353012092,0.0,0.0,0.0,0.0,0.9999634649811844,0.5833333333333333,0.5,1.0,0.0,1.0,0.0,4.769050428876653e-05,0.0,0.08,0.08
263,10740,,263,0.9407730597461879,0.0005586592178770949,0.0,10734.0,0.0,6.0,0.9994413407821229,0.0,0.0,0.0,0.0,0.9961493074964288,0.28927726557467076,0.5,1.0,0.0,1.0,0.0,0.0012416793033480644,0.0,0.24,0.24
264,7,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
265,3,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
266,9,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
267,229,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
268,3740,,268,0.9407730597461879,0.0005347593582887701,0.0,3738.0,0.0,2.0,0.9994652406417113,0.0,0.0,0.0,0.0,0.9945157838416265,0.07941176470588235,0.5,1.0,0.0,1.0,0.0,0.0012195392046123743,0.0,0.08,0.08
269,21757,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
270,27463,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
271,27480,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
272,27480,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
273,26874,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
274,9690,,274,0.9407730597461879,0.00030959752321981426,0.0,9687.0,0.0,3.0,0.9996904024767802,0.0,0.0,0.0,0.0,0.9968342452083548,0.1551127715511277,0.5,1.0,0.0,1.0,0.0,0.0005695347208529711,0.0,0.12,0.12
275,3062,,275,0.9407730597461879,0.0009797517962116264,0.0,3059.0,0.0,3.0,0.9990202482037883,0.0,0.0,0.0,0.0,0.9843085975809087,0.13375704471594882,0.5,1.0,0.0,1.0,0.0,0.0015013583470135927,0.0,0.12,0.12
276,7871,,276,0.9407730597461879,0.0003811459789099225,0.0,7868.0,0.0,3.0,0.9996188540210901,0.0,0.0,0.0,0.0,0.9972038637519065,0.08258258258258258,0.5,1.0,0.0,1.0,0.0,0.0007131043821573257,0.0,0.12,0.12
277,22627,,277,0.9407730597461879,4.4194988288328104e-05,0.0,22626.0,0.0,1.0,0.9999558050117117,0.0,0.0,0.0,0.0,0.9981879253955627,0.023809523809523808,0.5,1.0,0.0,1.0,0.0,0.00015438803529832512,0.0,0.04,0.04
278,19810,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
279,16004,,279,0.9407730597461879,0.0004373906523369158,0.0,15997.0,0.0,7.0,0.9995626093476631,0.0,0.0,0.0,0.0,0.999357022298824,0.45792589763178,0.5,1.0,0.0,1.0,0.0,0.00033879265538416803,0.0,0.28,0.28
280,12972,,280,0.9407730597461879,0.00023126734505087883,0.0,12969.0,0.0,3.0,0.9997687326549491,0.0,0.0,0.0,0.0,0.9993831444213124,0.54,0.5,1.0,0.0,1.0,0.0,0.00031947329989634454,0.0,0.12,0.12
281,2,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
282,59,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
283,32,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
284,67,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
285,31,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
286,63,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
287,13,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
288,4,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
289,326,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
290,66,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
291,1,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
292,1,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
293,26,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
294,681,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
295,28,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
296,110,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
297,287,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
298,642,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
299,8,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
300,5,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
301,16,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
302,5,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
303,1044,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
304,70,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
305,6,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
306,1,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
307,8,una sola clase,,,,,,,,,,,,,,,,,,,,,,,
